"ID","gender","age_group","age","edu","work_status","salary_or_ind","no_prof_activity","CSP","region","departement","commune_type","region_uda5","situation_dom","n_pers_dom","maladies1","maladies2","maladies3","maladies4","maladies5","maladies6","maladies7","maladies8","tf_femalemosq","example_dce","choice1","certainty1","choice2","certainty2","choice3","certainty3","choice4","certainty4","choice5","certainty5","choice6","certainty6","choice7","certainty7","choice8","certainty8","choice9","certainty9","choice10","certainty10","exercise_difficulty","freq_prevention","prev_activity1","prev_activity2","prev_activity3","prev_activity4","prev_activity5","prev_activity6","prev_activity7","prev_activity8","prev_activity9","prev_activity_other","eco_products","ac","hist_mborne","confiance_nat","confiance_reg","disease_prob","disease_fear","gmo_mosquito","housing_type","housing_other","langue","precarity","pregnant","dep_children","chronic_dis","freq_bites_cat","freq_bites_num","diet","diet_other","healthinfo1","healthinfo2","healthinfo3","healthinfo4","healthinfo5","healthinfo6","healthinfo_other","count_prev","activity_gouttieres","activity_pieges","activity_vetements","activity_insecticide","activity_moustiquaires","activity_vidage","activity_spirales","activity_repulsif","activity_recipients","mbd_maladie","mbd_know","confiance","threat","place","edu2","precarity2","age_group2","risk","asc_b_mean","b_part2_mean","b_part3_mean","b_part4_mean","b_freq_mean","b_env2_mean","b_env3_mean","b_se2_mean","b_se3_mean"
"1912","Man","50 to 59",59,"CAP/BEP (ou autre diplôme technique)","Ouvrier(e)","Salarié(e)","","CSP-","Ile-de-France","Seine-Saint-Denis - (93)","Medium-sized city (between 20 000 and 100 000 inhabitants)","Paris region","Seul","1 personne","Le chikungunya","Le paludisme","La dengue","Le Zika","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",7,"A",7,"B",7,"A",7,"A",7,"B",7,"B",7,"A",7,"A",7,"A",7,2,"Several times a week","Utilisation de moustiquaires (sur les fenêtres)","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","","","","","","","","Oui","Non","No or unsure",7,8,5,8,10,"Appartement","","No","No, never","","No","No","Sometimes","Less than once a week","Reduced-meat diet","","Professionnels de santé","","","","","","",3,"No","No","No","No","Yes","No","Yes","Yes","No",4,4,7.5,6.5,"Ile-de-France Ville (entre 20 000 et 100 000 habitants)","Lower than secondary school","No",NA,"Medium exposure",-1.72637732490034,-1.28515170194212,-0.841531416546151,-1.52787298569837,0.257889639548678,0.851077508508496,0.712960642217673,-1.53211754529761,-1.34494429393546
"1913","Woman","30 to 39",39,"CAP/BEP (ou autre diplôme technique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Pays de la Loire","Sarthe - (72)","Large city (>100 000 inhabitants)","North West","En couple","4 personnes","La dengue","Le Zika","Le chikungunya","Le paludisme","","","","","Vrai","Non, allez directement aux 10 votes","B",5,"B",5,"B",6,"B",5,"B",5,"B",8,"A",5,"B",5,"A",5,"B",5,8,"A few times","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","","","","","","","","","Oui","Non","No or unsure",7,7,6,6,3,"Appartement","","No","Yes, often","No","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",2,"No","No","No","No","No","No","Yes","Yes","No",4,4,7,6,"Pays de la Loire Grande ville (plus de 100 000 habitants)","Lower than secondary school","Yes",NA,"Low exposure",1.81146150899474,0.873641976036937,0.576737140998353,1.39888855959002,-0.376678806227203,-0.691506387665074,-1.4376667882117,1.17006088237781,-0.729290943094681
"1914","Woman","18 to 29",27,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Hauts-de-France","Nord - (59)","Large city (>100 000 inhabitants)","North East","Seul","1 personne","Le chikungunya","Le paludisme","La dengue","","","","","","Faux","Non, allez directement aux 10 votes","A",7,"A",8,"B",7,"B",7,"B",8,"A",7,"A",7,"B",7,"A",7,"B",7,1,"A few times","Usage des répulsifs cutanés","Usage des pièges à moustiques","","","","","","","","","Oui","Non","No or unsure",8,8,3,8,5,"Appartement","","No","No, never","No","No","Yes","Sometimes","Less than once a week","Reduced-meat diet","","Professionnels de santé","Votre propre recherche par internet","","","","","",2,"No","Yes","No","No","No","No","No","Yes","No",3,3,8,5.5,"Hauts-de-France Grande ville (plus de 100 000 habitants)","5 or more years beyond secondary school","No",NA,"Low exposure",1.63682366290928,1.21533609522201,0.30382196168859,1.6618421393971,-0.0887208727124541,-0.67761033247012,-1.25760309835722,2.12184813596719,1.52745047409151
"1915","Man","30 to 39",30,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Essonne - (91)","Large city (>100 000 inhabitants)","Paris region","Seul","1 personne","Le COVID","","","","","","","","Vrai","Non, allez directement aux 10 votes","A",8,"A",8,"A",9,"B",7,"B",9,"B",8,"A",8,"A",8,"A",7,"A",8,1,"Several times a week","Utilisation de moustiquaires (sur les fenêtres)","Usage de bougies et/ou de spirales anti-moustiques","Usage des pièges à moustiques","Usage des répulsifs cutanés","","","","","","","Non","Non","No or unsure",7,7,2,3,9,"Appartement","","No","No, never","","No","No","Often","5 to 10 times per week","Omnivore","","Professionnels de santé","","","","","","",4,"No","Yes","No","No","Yes","No","Yes","Yes","No",-1,-1,7,2.5,"Ile-de-France Grande ville (plus de 100 000 habitants)","5 or more years beyond secondary school","No",NA,"Medium exposure",-0.252756943402567,0.911115310306135,0.888697875264899,0.194361810542828,0.0620517179782348,-1.25374273256412,-0.88947838794528,0.610805831289623,-0.226986181196499
"1916","Man","30 to 39",31,"Bac+3/4 (Licence, Maîtrise)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Paris - (75)","Large city (>100 000 inhabitants)","Paris region","En couple","3 personnes","","","","","","","","Les moustiques ne transmettent aucune maladie","Vrai","Oui, montrez-moi un exemple","B",10,"B",10,"B",10,"B",7,"B",10,"A",10,"A",10,"B",10,"B",10,"B",10,10,"Several times a week","Usage de bougies et/ou de spirales anti-moustiques","Usage des pièges à moustiques","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’entretien des gouttières pour faciliter le bon écoulement des eaux","","","","","","","Oui","Oui","No or unsure",5,5,9,3,5,"Centre d’hébergement","","Yes","Yes, often","","Yes","No","Often","1 to 5 times per week","Reduced-meat diet","","Votre propre recherche par internet","","","","","","",4,"Yes","Yes","No","No","No","Yes","Yes","No","No",-1,-1,5,6,"Ile-de-France Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","Yes",NA,"High exposure",0.908432248897248,0.158677116816862,0.0529620090121385,0.64464782611676,-0.428896583949094,-0.376470283138383,-0.561843629117491,0.639264525804295,0.0350814567564212
"1917","Man","18 to 29",19,"Bac+2 (BTS ou autre)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Hauts-de-Seine - (92)","Large city (>100 000 inhabitants)","Paris region","Seul","1 personne","Le chikungunya","Le paludisme","Le Zika","","","","","","Faux","Oui, montrez-moi un exemple","A",6,"B",7,"A",8,"B",8,"B",7,"B",7,"B",9,"B",8,"B",7,"B",9,3,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Utilisation de moustiquaires (sur les fenêtres)","Le port des vêtements longs, amples et clairs","","","","","","","Oui","Non","No or unsure",6,8,4,7,10,"Maison individuelle","","Yes","No, never","","No","No","Sometimes","1 to 5 times per week","Reduced-meat diet","","Professionnels de santé","","","","","","",4,"No","No","Yes","Yes","Yes","No","No","No","Yes",3,3,7,5.5,"Ile-de-France Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",0.678242693975294,0.0222852399668328,0.182672621354334,-0.261418323501154,-0.606835405190769,-3.86404668132355,-2.10149973121471,-0.745650306562952,-2.29839373539387
"1918","Woman","30 to 39",33,"Bac+3/4 (Licence, Maîtrise)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Pays de la Loire","Vendée - (85)","Small town (between 2.000 and 20.000 inhabitants)","North West","En famille","3 personnes","Le paludisme","Le chikungunya","La dengue","","","","","","Faux","Oui, montrez-moi un exemple","A",5,"B",8,"A",6,"B",7,"B",7,"B",9,"B",8,"B",8,"A",7,"B",6,8,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage de bougies et/ou de spirales anti-moustiques","Le port des vêtements longs, amples et clairs","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Utilisation de moustiquaires (sur les fenêtres)","","","","","","Oui","Non","No or unsure",7,8,8,9,4,"Maison individuelle","","No","No, never","No","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Famille","Votre propre recherche par internet","","","","","",5,"No","No","Yes","No","Yes","Yes","Yes","No","Yes",3,3,7.5,8.5,"Pays de la Loire Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",1.3314107555379,0.966678332041031,0.866523261041403,1.22074840670811,-0.284029938417054,-3.19294762381219,-2.24659661485537,0.018711607567238,-2.12127072988603
"1919","Man","50 to 59",57,"Bac+3/4 (Licence, Maîtrise)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Ile-de-France","Paris - (75)","Large city (>100 000 inhabitants)","Paris region","En famille","2 personnes","Le chikungunya","Le paludisme","La dengue","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","B",6,"A",9,"A",9,"B",8,"B",8,"B",10,"B",9,"B",10,"B",8,"B",7,2,"Never","","","","","","","","","","","","Non","No or unsure",8,6,6,8,10,"Appartement","","No","No, never","","No","Yes","Never or almost never","Never","Omnivore","","Les médias (journaux, magazines, télévision, radio)","Professionnels de santé","","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,7,7,"Ile-de-France Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",0.6020465091884,0.177334702670761,0.000298755666878677,-0.548705861638544,-0.309326003850158,-3.3611015464726,-2.13654086820402,-0.354527581492644,-1.83724128903158
"1920","Woman","60 to 69",69,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Hauts-de-France","Pas-de-Calais - (62)","Small town (between 2.000 and 20.000 inhabitants)","North East","Seul","1 personne","Le paludisme","Le COVID","Le chikungunya","La dengue","Le Zika","","","","Vrai","Oui, montrez-moi un exemple","A",7,"B",7,"B",7,"A",7,"B",7,"B",7,"A",7,"B",9,"B",7,"B",8,5,"Several times a week","Usage des répulsifs cutanés","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage de bougies et/ou de spirales anti-moustiques","Usage des pièges à moustiques","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","Oui","Non","No or unsure",6,6,5,9,5,"Maison individuelle","","No","No, never","","No","Yes","Sometimes","1 to 5 times per week","Reduced-meat diet","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","Professionnels de santé","","","","","",6,"No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",3,3,6,7,"Hauts-de-France Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Equal to secondary school","No",NA,"Low exposure",0.842012696014257,-0.479531837867052,-0.651913188323538,-0.46516788922371,-0.743845195026701,-1.09024902343,-0.951707509587227,0.592128045439527,0.0340735532568268
"1921","Woman","60 to 69",61,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Bretagne","Côtes-d'armor - (22)","Small town (between 2.000 and 20.000 inhabitants)","North West","En couple","2 personnes","Le paludisme","La dengue","","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",8,"A",9,"A",10,"B",9,"B",10,"B",10,"B",9,"A",8,"B",9,"B",10,2,"A few times","Usage des pièges à moustiques","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","","Non","Non","No or unsure",8,8,7,9,5,"Appartement","","No","No, never","","No","Yes","Sometimes","1 to 5 times per week","Reduced-meat diet","","Professionnels de santé","","","","","","",2,"No","Yes","No","No","No","Yes","No","No","No",2,2,8,8,"Bretagne Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Equal to secondary school","No",NA,"Low exposure",-1.20381534835653,-0.254295380813868,0.475422913866335,-1.51991398351609,-0.240532003001508,-2.58524294398897,-0.924556203652575,-1.43063145831254,-2.48037360024314
"1922","Man","60 to 69",64,"Bac+2 (BTS ou autre)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Grand Est","Meurthe-et-Moselle - (54)","Village (<2 000 inhabitants)","North East","En couple","2 personnes","La dengue","Le paludisme","Le chikungunya","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",6,"B",8,"A",5,"B",6,"B",8,"B",8,"B",6,"B",9,"A",5,"B",5,3,"Never","","","","","","","","","","","","Non","No or unsure",8,8,5,7,5,"Maison individuelle","","No","No, never","","No","No","Never or almost never","Never","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",3,3,8,6,"Grand Est Village / Zone rurale (moins de 2 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",1.2160895692423,0.784829252062478,0.815359619549191,1.03235187360434,-0.200173619431618,-2.6670880158715,-2.08293894651765,-0.325050664425807,-2.85876901071236
"1923","Man","40 to 49",41,"Bac+2 (BTS ou autre)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Pays de la Loire","Vendée - (85)","Village (<2 000 inhabitants)","North West","En famille","3 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","A",6,"A",6,"B",6,"A",6,"A",6,"A",6,"A",6,"A",6,"B",6,"A",6,7,"Several times a week","Usage des répulsifs cutanés","Usage de bougies et/ou de spirales anti-moustiques","","","","","","","","","Oui","Non","No or unsure",5,5,6,6,5,"Maison individuelle","","No","No, never","","Yes","No","Sometimes","Less than once a week","Omnivore","","Professionnels de santé","","","","","","",2,"No","No","No","No","No","No","Yes","Yes","No",0,0,5,6,"Pays de la Loire Village / Zone rurale (moins de 2 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",-2.10761891371227,-1.61719577362608,-1.44150539552291,-2.1035006451128,0.0549173825610654,1.20607429454199,1.34743770764917,-0.639056008972541,1.1545495280107
"1924","Woman","18 to 29",28,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Sans activité professionnelle actuelle","","Au chômage","Inactifs","Nouvelle-Aquitaine","Gironde - (33)","Large city (>100 000 inhabitants)","South West","En colocation","2 personnes","Le paludisme","","","","","","","","Faux","Oui, montrez-moi un exemple","B",5,"A",5,"A",5,"A",6,"A",5,"B",5,"B",6,"B",6,"B",6,"B",6,3,"Several times a week","Usage des répulsifs cutanés","Usage de bougies et/ou de spirales anti-moustiques","","","","","","","","","Non","Non","No or unsure",5,5,6,6,6,"Appartement","","No","No, never","No","No","No","Often","1 to 5 times per week","Reduced-meat diet","","Professionnels de santé","","","","","","",2,"No","No","No","No","No","No","Yes","Yes","No",1,1,5,6,"Nouvelle-Aquitaine Grande ville (plus de 100 000 habitants)","5 or more years beyond secondary school","No",NA,"High exposure",-0.850191275261225,-1.79761963306476,-2.02651947673232,-2.15201246875351,0.0215882239049766,-1.2388023131336,-0.554249788735061,-1.540012671634,-1.52025469140406
"1925","Woman","18 to 29",29,"Bac+2 (BTS ou autre)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Occitanie","Haute-Garonne - (31)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South West","En couple","2 personnes","La dengue","Le Zika","Le chikungunya","","","","","","Vrai","Oui, montrez-moi un exemple","A",2,"B",9,"A",9,"B",9,"B",10,"B",5,"B",9,"B",9,"B",9,"B",6,1,"Several times a week","Usage des pièges à moustiques","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","Utilisation de moustiquaires (sur les fenêtres)","","","","","","","Oui","Oui","No or unsure",8,9,6,2,10,"Maison individuelle","","No","No, never","No","No","No","Often","More than 10 times per week","Reduced-meat diet","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","Famille","Professionnels de santé","Votre propre recherche par internet","","","",4,"No","Yes","No","No","Yes","No","Yes","Yes","No",3,3,8.5,4,"Occitanie Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",0.682341398746079,0.0090549214500031,0.168879572921646,-0.276588884554868,-0.614723378818185,-3.87734178041451,-2.10925611946216,-0.755234641626831,-2.31495802897584
"1926","Woman","50 to 59",51,"Bac (général, pro et technologique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Bretagne","Finistère - (29)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North West","En famille","3 personnes","La dengue","Le Zika","Le paludisme","Le chikungunya","","","","","Faux","Non, allez directement aux 10 votes","A",5,"B",7,"A",9,"B",6,"B",9,"B",9,"B",9,"B",9,"B",5,"B",6,6,"Never","","","","","","","","","","","","Non","No or unsure",6,6,5,6,2,"Appartement","","No","No, never","No","Yes","Yes","Never or almost never","Never","Vegan","","Les médias (journaux, magazines, télévision, radio)","Professionnels de santé","Votre propre recherche par internet","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,6,5.5,"Bretagne Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","No",NA,"Low exposure",0.698312060308707,0.0497070041911539,0.212307640703377,-0.233923998071079,-0.611647032942866,-3.88744873498443,-2.1175105912959,-0.731813603806896,-2.30326859622922
